chamber,year,date,province,prov_code,vote,party,lst.nm,fst.nm
HOUSE,2020,2020-12-11,RIO NEGRO,62,AFIRMATIVO,FRENTE DE TODOS,LANDRISCINI,SUSANA GRACIELA
HOUSE,2020,2020-12-11,TUCUMAN,90,AFIRMATIVO,FRENTE DE TODOS,LEITO,MARIO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,LOPEZ,JIMENA
HOUSE,2020,2020-12-11,CATAMARCA,10,AFIRMATIVO,FRENTE DE TODOS,LOPEZ RODRIGUEZ,DANTE EDGARDO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,MACHA,MONICA
HOUSE,2020,2020-12-11,SANTA FE,82,AFIRMATIVO,FRENTE DE TODOS,MARTINEZ,GERMAN PEDRO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,MARTINEZ,MARIA ROSA
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE DE TODOS,MARZIOTTA,MARIA GISELA
HOUSE,2020,2020-12-11,CHACO,22,AFIRMATIVO,FRENTE DE TODOS,MASIN,MARIA LUCILA
HOUSE,2020,2020-12-11,JUJUY,38,AFIRMATIVO,FRENTE DE TODOS,MOISES,MARIA CAROLINA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,MOREAU,CECILIA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,MOREAU,LEOPOLDO RAUL GUIDO
HOUSE,2020,2020-12-11,SANTA FE,82,AFIRMATIVO,FRENTE DE TODOS,MOUNIER,PATRICIA MONICA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,MOYANO,JUAN FACUNDO
HOUSE,2020,2020-12-11,SANTA FE,82,AFIRMATIVO,FRENTE DE TODOS,OBEID,ALEJANDRA DEL HUERTO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,ORMACHEA,CLAUDIA
HOUSE,2020,2020-12-11,ENTRE RIOS,30,AFIRMATIVO,FRENTE DE TODOS,OSUNA,BLANCA INES
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE DE TODOS,PENACCA,PAULA ANDREA
HOUSE,2020,2020-12-11,LA PAMPA,42,AFIRMATIVO,FRENTE DE TODOS,PEREZ ARAUJO,HERNAN
HOUSE,2020,2020-12-11,SAN LUIS,74,AFIRMATIVO,FRENTE DE TODOS,PONCE,CARLOS YBRHAIN
HOUSE,2020,2020-12-11,LA PAMPA,42,AFIRMATIVO,FRENTE DE TODOS,RAUSCHENBERGER,ARIEL
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,RODRIGUEZ SAA,NICOLAS MARCELO
HOUSE,2020,2020-12-11,CORRIENTES,18,AFIRMATIVO,FRENTE DE TODOS,RUIZ ARAGON,JOSE ARNALDO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,RUSSO,LAURA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,SCHWINDT,MARIA LILIANA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,SIERRA,MAGDALENA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,SILEY,VANESA
HOUSE,2020,2020-12-11,RIO NEGRO,62,AFIRMATIVO,FRENTE DE TODOS,SORIA,MARTIN IGNACIO
HOUSE,2020,2020-12-11,RIO NEGRO,62,AFIRMATIVO,FRENTE DE TODOS,SPOSITO,AYELEN
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,TAILHADE,LUIS RODOLFO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,TUNDIS,MIRTA
HOUSE,2020,2020-12-11,MENDOZA,50,AFIRMATIVO,FRENTE DE TODOS,UCEDA,MARISA LOURDES
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,VALLEJOS,MARIA FERNANDA
HOUSE,2020,2020-12-11,SANTA CRUZ,78,AFIRMATIVO,FRENTE DE TODOS,VAZQUEZ,JUAN BENEDICTO
HOUSE,2020,2020-12-11,SANTA CRUZ,78,AFIRMATIVO,FRENTE DE TODOS,VESSVESSIAN,MARCELA PAOLA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,VILAR,DANIELA
HOUSE,2020,2020-12-11,NEUQUEN,58,AFIRMATIVO,FRENTE DE TODOS,VIVERO,CARLOS ALBERTO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,YAMBRUN,LILIANA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,YASKY,HUGO
HOUSE,2020,2020-12-11,TUCUMAN,90,AFIRMATIVO,FRENTE DE TODOS,YEDLIN,PABLO RAUL
HOUSE,2020,2020-12-11,TIERRA DEL FUEGO,94,AFIRMATIVO,FRENTE DE TODOS,YUTROVIC,INES CAROLINA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,IZQUIERDA SOCIALISTA - FRENTE DE IZQUIERDA,GIORDANO,JUAN CARLOS
HOUSE,2020,2020-12-11,RIO NEGRO,62,AFIRMATIVO,JUNTOS SOMOS RIO NEGRO,DI GIACOMO,LUIS
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,JUSTICIALISTA,BUCCA,EDUARDO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PRO,CACERES,ADRIANA CINTIA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PRO,CRESCIMBENI,CAMILA
HOUSE,2020,2020-12-11,TIERRA DEL FUEGO,94,AFIRMATIVO,PRO,FRIGERIO,FEDERICO
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,PRO,GARCIA,ALEJANDRO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PRO,GARCIA DE LUCA,SEBASTIAN
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,PRO,IGLESIAS,FERNANDO ADOLFO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PRO,JOURY,MERCEDES
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PRO,LOSPENNATO,SILVIA GABRIELA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PRO,OCAÑA,MARIA GRACIELA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PRO,REY,MARIA LUJAN
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PRO,WOLFF,WALDO EZEQUIEL
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,PTS - FRENTE DE IZQUIERDA,DEL CAÑO,NICOLAS
HOUSE,2020,2020-12-11,SANTA FE,82,AFIRMATIVO,SOCIALISTA,ESTEVEZ,ENRIQUE ELOY
HOUSE,2020,2020-12-11,CORDOBA,14,AFIRMATIVO,UNION CIVICA RADICAL,AUSTIN,BRENDA LIS
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,BANFI,KARINA VERONICA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,BAZZE,MIGUEL ANGEL
HOUSE,2020,2020-12-11,ENTRE RIOS,30,AFIRMATIVO,UNION CIVICA RADICAL,BENEDETTI,ATILIO FRANCISCO SALVADOR
HOUSE,2020,2020-12-11,SAN LUIS,74,AFIRMATIVO,UNION CIVICA RADICAL,CACACE,ALEJANDRO
HOUSE,2020,2020-12-11,SANTA FE,82,AFIRMATIVO,UNION CIVICA RADICAL,CANTARD,ALBOR ANGEL
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,UNION CIVICA RADICAL,CARRIZO,ANA CARLA
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,UNION CIVICA RADICAL,DE LAMADRID,ALVARO HECTOR
HOUSE,2020,2020-12-11,SANTA FE,82,AFIRMATIVO,UNION CIVICA RADICAL,DEL CERRO,GONZALO PEDRO ANTONIO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,FERNANDEZ,CARLOS ALBERTO
HOUSE,2020,2020-12-11,SANTA FE,82,AFIRMATIVO,UNION CIVICA RADICAL,GARCIA,XIMENA
HOUSE,2020,2020-12-11,ENTRE RIOS,30,AFIRMATIVO,UNION CIVICA RADICAL,LACOSTE,JORGE ENRIQUE
HOUSE,2020,2020-12-11,MENDOZA,50,AFIRMATIVO,UNION CIVICA RADICAL,LATORRE,JIMENA HEBE
HOUSE,2020,2020-12-11,ENTRE RIOS,30,AFIRMATIVO,UNION CIVICA RADICAL,LENA,GABRIELA MABEL
HOUSE,2020,2020-12-11,SANTA FE,82,AFIRMATIVO,UNION CIVICA RADICAL,MARTIN,JUAN
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,UNION CIVICA RADICAL,MARTINEZ,MARIA DOLORES
HOUSE,2020,2020-12-11,RIO NEGRO,62,AFIRMATIVO,UNION CIVICA RADICAL,MATZEN,LORENA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,MENDOZA,JOSEFINA
HOUSE,2020,2020-12-11,CHUBUT,26,AFIRMATIVO,UNION CIVICA RADICAL,MENNA,GUSTAVO
HOUSE,2020,2020-12-11,MENDOZA,50,AFIRMATIVO,UNION CIVICA RADICAL,NAJUL,CLAUDIA INES
HOUSE,2020,2020-12-11,CORDOBA,14,AFIRMATIVO,UNION CIVICA RADICAL,NEGRI,MARIO RAUL
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,QUETGLAS,FABIO JOSE
HOUSE,2020,2020-12-11,SAN LUIS,74,AFIRMATIVO,UNION CIVICA RADICAL,RICCARDO,JOSE LUIS
HOUSE,2020,2020-12-11,JUJUY,38,AFIRMATIVO,UNION CIVICA RADICAL,RIZZOTTI,JORGE
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,SALVADOR,SEBASTIAN NICOLAS
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,UNION CIVICA RADICAL,SUAREZ LASTRA,FACUNDO
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,UNION CIVICA RADICAL,YACOBITTI,EMILIANO BENJAMIN
HOUSE,2020,2020-12-11,BUENOS AIRES,6,AUSENTE,FRENTE DE TODOS,DE MENDIGUREN,JOSE IGNACIO
HOUSE,2020,2020-12-11,SAN JUAN,70,AUSENTE,PRO,CACERES,EDUARDO AUGUSTO
HOUSE,2020,2020-12-11,LA RIOJA,46,NEGATIVO,ACCION FEDERAL,ALVAREZ,FELIPE
HOUSE,2020,2020-12-11,SANTA CRUZ,78,NEGATIVO,ACCION FEDERAL,CARAMBIA,ANTONIO JOSE
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,COALICION CIVICA,CAMPAGNOLI,MARCELA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,COALICION CIVICA,CAMPOS,JAVIER
HOUSE,2020,2020-12-11,SANTA FE,82,NEGATIVO,COALICION CIVICA,CASTETS,LAURA CAROLINA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,COALICION CIVICA,FLORES,HECTOR TOTY
HOUSE,2020,2020-12-11,SANTA FE,82,NEGATIVO,COALICION CIVICA,LEHMANN,MARIA LUCILA
HOUSE,2020,2020-12-11,CATAMARCA,10,NEGATIVO,COALICION CIVICA,MANZI,RUBEN
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,COALICION CIVICA,MARTINEZ VILLADA,LEONOR MARIA
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,COALICION CIVICA,OLIVETO LAGO,PAULA MARIANA
HOUSE,2020,2020-12-11,CHACO,22,NEGATIVO,COALICION CIVICA,TERADA,ALICIA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,CONSENSO FEDERAL,CAMAÑO,GRACIELA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,CONSENSO FEDERAL,RODRIGUEZ,ALEJANDRO
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,CORDOBA FEDERAL,CASSINERIO,PAULO LEONARDO
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,CORDOBA FEDERAL,GUTIERREZ,CARLOS MARIO
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,CORDOBA FEDERAL,MARQUEZ,CLAUDIA GABRIELA
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,CORDOBA FEDERAL,VIGO,ALEJANDRA MARIA
HOUSE,2020,2020-12-11,CATAMARCA,10,NEGATIVO,FRENTE CIVICO Y SOCIAL DE CATAMARCA,BRIZUELA DEL MORAL,EDUARDO SEGUNDO
HOUSE,2020,2020-12-11,MISIONES,54,NEGATIVO,FRENTE DE LA CONCORDIA MISIONERO,SARTORI,DIEGO HORACIO
HOUSE,2020,2020-12-11,MISIONES,54,NEGATIVO,FRENTE DE LA CONCORDIA MISIONERO,WELLBACH,RICARDO
HOUSE,2020,2020-12-11,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,ABDALA DE MATARAZZO,NORMA AMANDA
HOUSE,2020,2020-12-11,SAN JUAN,70,NEGATIVO,FRENTE DE TODOS,ALLENDE,WALBERTO ENRIQUE
HOUSE,2020,2020-12-11,SAN LUIS,74,NEGATIVO,FRENTE DE TODOS,ALUME SBODIO,KARIM AUGUSTO
HOUSE,2020,2020-12-11,TIERRA DEL FUEGO,94,NEGATIVO,FRENTE DE TODOS,BERTONE,ROSANA ANDREA
HOUSE,2020,2020-12-11,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,BRUE,DANIEL AGUSTIN
HOUSE,2020,2020-12-11,LA RIOJA,46,NEGATIVO,FRENTE DE TODOS,CASAS,SERGIO GUILLERMO
HOUSE,2020,2020-12-11,SAN JUAN,70,NEGATIVO,FRENTE DE TODOS,CASELLES,GRACIELA MARIA
HOUSE,2020,2020-12-11,ENTRE RIOS,30,NEGATIVO,FRENTE DE TODOS,CRESTO,MAYDA
HOUSE,2020,2020-12-11,FORMOSA,34,NEGATIVO,FRENTE DE TODOS,DALDOVO,NELLY RAMONA
HOUSE,2020,2020-12-11,MENDOZA,50,NEGATIVO,FRENTE DE TODOS,FELIX,OMAR
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,FRENTE DE TODOS,FERNANDEZ,HECTOR
HOUSE,2020,2020-12-11,FORMOSA,34,NEGATIVO,FRENTE DE TODOS,FERNANDEZ PATRI,GUSTAVO RAMIRO
HOUSE,2020,2020-12-11,LA RIOJA,46,NEGATIVO,FRENTE DE TODOS,FLORES,DANILO ADRIAN
HOUSE,2020,2020-12-11,CATAMARCA,10,NEGATIVO,FRENTE DE TODOS,GINOCCHIO,SILVANA MICAELA
HOUSE,2020,2020-12-11,SAN JUAN,70,NEGATIVO,FRENTE DE TODOS,GIOJA,JOSE LUIS
HOUSE,2020,2020-12-11,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,HERRERA,BERNARDO JOSE
HOUSE,2020,2020-12-11,CHACO,22,NEGATIVO,FRENTE DE TODOS,LEIVA,ALDO
HOUSE,2020,2020-12-11,JUJUY,38,NEGATIVO,FRENTE DE TODOS,MARTIARENA,JOSE LUIS
HOUSE,2020,2020-12-11,SANTA FE,82,NEGATIVO,FRENTE DE TODOS,MASSETANI,VANESA LAURA
HOUSE,2020,2020-12-11,TUCUMAN,90,NEGATIVO,FRENTE DE TODOS,MEDINA,GLADYS
HOUSE,2020,2020-12-11,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,MONTOTO,MARIA LUISA
HOUSE,2020,2020-12-11,CHACO,22,NEGATIVO,FRENTE DE TODOS,MOSQUEDA,JUAN
HOUSE,2020,2020-12-11,CHUBUT,26,NEGATIVO,FRENTE DE TODOS,MUÑOZ,ROSA ROSARIO
HOUSE,2020,2020-12-11,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,NAVARRO,GRACIELA
HOUSE,2020,2020-12-11,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,NEDER,ESTELA MARY DEL ROSARIO
HOUSE,2020,2020-12-11,FORMOSA,34,NEGATIVO,FRENTE DE TODOS,PAROLA,MARIA GRACIELA
HOUSE,2020,2020-12-11,CHACO,22,NEGATIVO,FRENTE DE TODOS,PERTILE,ELDA
HOUSE,2020,2020-12-11,CORRIENTES,18,NEGATIVO,FRENTE DE TODOS,ROMERO,JORGE ANTONIO
HOUSE,2020,2020-12-11,SAN LUIS,74,NEGATIVO,FRENTE DE TODOS,ROSSO,VICTORIA
HOUSE,2020,2020-12-11,CORRIENTES,18,NEGATIVO,FRENTE DE TODOS,SAND GIORASI,NANCY ARACELY
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,FRENTE DE TODOS,SELVA,CARLOS AMERICO
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,FRENTE DE TODOS,VALDES,EDUARDO FELIX
HOUSE,2020,2020-12-11,SANTA FE,82,NEGATIVO,FRENTE PROGRESISTA CIVICO Y SOCIAL,CONTIGIANI,LUIS GUSTAVO
HOUSE,2020,2020-12-11,SALTA,66,NEGATIVO,JUSTICIALISTA,ZOTTOS,MIGUEL ANDRES COSTAS
HOUSE,2020,2020-12-11,NEUQUEN,58,NEGATIVO,MOVIMIENTO POPULAR NEUQUINO,SAPAG,ALMA LILIANA
HOUSE,2020,2020-12-11,TUCUMAN,90,NEGATIVO,PARTIDO POR LA JUSTICIA SOCIAL,AVILA,BEATRIZ LUISA
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,AICEGA,JUAN
HOUSE,2020,2020-12-11,TUCUMAN,90,NEGATIVO,PRO,AMAYA,DOMINGO
HOUSE,2020,2020-12-11,SANTA FE,82,NEGATIVO,PRO,ANGELINI,FEDERICO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,ASSEFF,ALBERTO EMILIO
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,PRO,BALDASSI,HECTOR WALTER
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,BERISSO,HERNAN
HOUSE,2020,2020-12-11,CORRIENTES,18,NEGATIVO,PRO,BRAMBILLA,SOFIA
HOUSE,2020,2020-12-11,SALTA,66,NEGATIVO,PRO,CORNEJO,VIRGINIA MARIA
HOUSE,2020,2020-12-11,MENDOZA,50,NEGATIVO,PRO,DE MARCHI,OMAR BRUNO
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,PRO,EL SUKARIA,SOHER
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,PRO,ENRIQUEZ,JORGE RICARDO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,FERNANDEZ LANGAN,EZEQUIEL
HOUSE,2020,2020-12-11,ENTRE RIOS,30,NEGATIVO,PRO,FREGONESE,ALICIA
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,PRO,FRIZZA,GABRIEL ALBERTO
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,PRO,GONZALEZ,ALVARO GUSTAVO
HOUSE,2020,2020-12-11,SALTA,66,NEGATIVO,PRO,GRANDE,MARTIN
HOUSE,2020,2020-12-11,ENTRE RIOS,30,NEGATIVO,PRO,HEIN,GUSTAVO RENE
HOUSE,2020,2020-12-11,CORRIENTES,18,NEGATIVO,PRO,JETTER,INGRID
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,PRO,JUEZ,LUIS ALFREDO
HOUSE,2020,2020-12-11,SANTA FE,82,NEGATIVO,PRO,LASPINA,LUCIANO ANDRES
HOUSE,2020,2020-12-11,LA PAMPA,42,NEGATIVO,PRO,MAQUIEYRA,MARTIN
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,MEDINA,MARTIN NICOLAS
HOUSE,2020,2020-12-11,JUJUY,38,NEGATIVO,PRO,MONALDI,OSMAR
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,PRO,MORALES GORLERI,VICTORIA
HOUSE,2020,2020-12-11,SANTA FE,82,NEGATIVO,PRO,NUÑEZ,JOSE CARLOS
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,PICCOLOMINI,MARIA CARLA
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,PRO,POLLEDO,CARMEN
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,PRO,REZINOVSKY,DINA ESTHER
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,RITONDO,CRISTIAN
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,PRO,RUARTE,ADRIANA NOEMI
HOUSE,2020,2020-12-11,LA RIOJA,46,NEGATIVO,PRO,SAHAD,JULIO ENRIQUE
HOUSE,2020,2020-12-11,NEUQUEN,58,NEGATIVO,PRO,SANCHEZ,FRANCISCO
HOUSE,2020,2020-12-11,SANTA FE,82,NEGATIVO,PRO,SCAGLIA,GISELA
HOUSE,2020,2020-12-11,MISIONES,54,NEGATIVO,PRO,SCHIAVONI,ALFREDO OSCAR
HOUSE,2020,2020-12-11,NEUQUEN,58,NEGATIVO,PRO,SCHLERETH,DAVID PABLO
HOUSE,2020,2020-12-11,TIERRA DEL FUEGO,94,NEGATIVO,PRO,STEFANI,HECTOR ANTONIO
HOUSE,2020,2020-12-11,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,PRO,TONELLI,PABLO GABRIEL
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,TORELLO,PABLO
HOUSE,2020,2020-12-11,CHUBUT,26,NEGATIVO,PRO,TORRES,IGNACIO AGUSTIN
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,PRO,VILLA,NATALIA SOLEDAD
HOUSE,2020,2020-12-11,SAN JUAN,70,NEGATIVO,PRODUCCION Y TRABAJO,ORREGO,HUMBERTO MARCELO
HOUSE,2020,2020-12-11,BUENOS AIRES,6,NEGATIVO,UNIDAD Y EQUIDAD FEDERAL,ANSALONI,PABLO MIGUEL
HOUSE,2020,2020-12-11,MENDOZA,50,NEGATIVO,UNIDAD Y EQUIDAD FEDERAL,RAMON,JOSE LUIS
HOUSE,2020,2020-12-11,FORMOSA,34,NEGATIVO,UNION CIVICA RADICAL,ARCE,MARIO HORACIO
HOUSE,2020,2020-12-11,TUCUMAN,90,NEGATIVO,UNION CIVICA RADICAL,ASCARATE,LIDIA
HOUSE,2020,2020-12-11,CHACO,22,NEGATIVO,UNION CIVICA RADICAL,AYALA,AIDA BEATRIZ MAXIMA
HOUSE,2020,2020-12-11,LA PAMPA,42,NEGATIVO,UNION CIVICA RADICAL,BERHONGARAY,MARTIN ANTONIO
HOUSE,2020,2020-12-11,JUJUY,38,NEGATIVO,UNION CIVICA RADICAL,BURGOS,MARIA GABRIELA
HOUSE,2020,2020-12-11,FORMOSA,34,NEGATIVO,UNION CIVICA RADICAL,BURYAILE,RICARDO
HOUSE,2020,2020-12-11,TUCUMAN,90,NEGATIVO,UNION CIVICA RADICAL,CANO,JOSE MANUEL
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,UNION CIVICA RADICAL,CARRIZO,SOLEDAD
HOUSE,2020,2020-12-11,CHACO,22,NEGATIVO,UNION CIVICA RADICAL,CIPOLINI,GERARDO
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,UNION CIVICA RADICAL,MESTRE,DIEGO MATIAS
HOUSE,2020,2020-12-11,SALTA,66,NEGATIVO,UNION CIVICA RADICAL,NANNI,MIGUEL
HOUSE,2020,2020-12-11,MISIONES,54,NEGATIVO,UNION CIVICA RADICAL,PASTORI,LUIS MARIO
HOUSE,2020,2020-12-11,MENDOZA,50,NEGATIVO,UNION CIVICA RADICAL,PETRI,LUIS ALFONSO
HOUSE,2020,2020-12-11,CORRIENTES,18,NEGATIVO,UNION CIVICA RADICAL,REGIDOR BELLEDONE,ESTELA MERCEDES
HOUSE,2020,2020-12-11,SANTA CRUZ,78,NEGATIVO,UNION CIVICA RADICAL,REYES,ROXANA NAHIR
HOUSE,2020,2020-12-11,CORDOBA,14,NEGATIVO,UNION CIVICA RADICAL,ROMERO,VICTOR HUGO
HOUSE,2020,2020-12-11,CORRIENTES,18,NEGATIVO,UNION CIVICA RADICAL,VARA,JORGE ALBERTO
HOUSE,2020,2020-12-11,MENDOZA,50,NEGATIVO,UNION CIVICA RADICAL,ZAMARBIDE,FEDERICO RAUL
SENATE,2020,2020-12-29,JUJUY,38,ABSTENCION,FRENTE DE TODOS,SNOPEK,GUILLERMO EUGENIO MARIO
SENATE,2020,2020-12-29,CATAMARCA,10,AFIRMATIVO,FRENTE CIVICO Y SOCIAL DE CATAMARCA,CASTILLO,OSCAR ANIBAL
SENATE,2020,2020-12-29,CORRIENTES,18,AFIRMATIVO,FRENTE DE TODOS,ALMIRON,ANA CLAUDIA
SENATE,2020,2020-12-29,CORDOBA,14,AFIRMATIVO,FRENTE DE TODOS,CASERIO,CARLOS ALBERTO
SENATE,2020,2020-12-29,SAN LUIS,74,AFIRMATIVO,FRENTE DE TODOS,CATALFAMO,MARIA EUGENIA
SENATE,2020,2020-12-29,RIO NEGRO,62,AFIRMATIVO,FRENTE DE TODOS,DOÑATE,CLAUDIO MARTIN
SENATE,2020,2020-12-29,LA PAMPA,42,AFIRMATIVO,FRENTE DE TODOS,DURANGO,NORMA HAYDEE
SENATE,2020,2020-12-29,TIERRA DEL FUEGO,94,AFIRMATIVO,FRENTE DE TODOS,DURE,MARIA EUGENIA
SENATE,2020,2020-12-29,MENDOZA,50,AFIRMATIVO,FRENTE DE TODOS,FERNANDEZ SAGASTI,ANABEL
SENATE,2020,2020-12-29,RIO NEGRO,62,AFIRMATIVO,FRENTE DE TODOS,GARCIA LARRABURU,SILVINA MARCELA
SENATE,2020,2020-12-29,SALTA,66,AFIRMATIVO,FRENTE DE TODOS,GIMENEZ,NORA DEL VALLE
SENATE,2020,2020-12-29,CHUBUT,26,AFIRMATIVO,FRENTE DE TODOS,GONZALEZ,NANCY SUSANA
